Groserias,Vulgar,Ofensivo,clean_tweet
"@DavidRangelGal3 Escucha toda la entrevista por favor y no caigas en la desinformación. Porque eres víctima de ella. La manipulación de los medios está a todo. Te lo dice alguien que estudió comunicación y periodismo. Saludos, dictador.",0,0,"@DavidRangelGal3 Escucha toda la entrevista por favor y no caigas en la desinformación. Porque eres víctima de ella. La manipulación de los medios está a todo. Te lo dice alguien que estudió comunicación y periodismo. Saludos, dictador."
@CruzAzul @calientesports no aprece el 5-0 favor monterrey,0,0,@CruzAzul @calientesports no aprece el 5-0 favor monterrey
Ya por favor!!!! https://t.co/0wnGfXamIw,0,0,Ya por favor!!!! https://t.co/0wnGfXamIw
"Si por favor! Lo extraño en su faceta de actor, crucemos los dedos para que sea una realidad.
Gracias linda Kika por compartirnos estas charlas 🥰 https://t.co/HuhA1Vpqlu",0,0,"Si por favor! Lo extraño en su faceta de actor, crucemos los dedos para que sea una realidad.
Gracias linda Kika por compartirnos estas charlas 🥰 https://t.co/HuhA1Vpqlu"
"@CitlaCarvajaI Más respeto por favor, La Señora es una Señora PREPARADA, pero preparada para  no poder contestar nada.",0,0,"@CitlaCarvajaI Más respeto por favor, La Señora es una Señora PREPARADA, pero preparada para  no poder contestar nada."
@g3ojimenez @bacti88 foto por favor,0,0,@g3ojimenez @bacti88 foto por favor
"@SadeKurten ¡Hola, Luis!
Te ofrecemos una disculpa por el inconveniente y queremos ayudarte a solucionarlo. 
Por favor, contáctanos en cualquiera de los siguientes medios:

📞 Atención: 33 96 90 00 00
📲 WhatsApp: https://t.co/Nap7wKcIH7
📲 Telegram: https://t.co/A2PiqpXWmY",0,0,"@SadeKurten ¡Hola, Luis!
Te ofrecemos una disculpa por el inconveniente y queremos ayudarte a solucionarlo. 
Por favor, contáctanos en cualquiera de los siguientes medios:

📞 Atención: 33 96 90 00 00
📲 WhatsApp: https://t.co/Nap7wKcIH7
📲 Telegram: https://t.co/A2PiqpXWmY"
"@Betty_Couder Hiciste la diferencia @Betty_Couder estás actuando a favor de las mujeres que alejadas de su tierra natal, son víctimas de opresores, de hombres violentos y machistas, la mejor decisión fue poner distancia, nulificar al violento, y denunciar ante autoridad @UNAM_MX #Justicia",0,0,"@Betty_Couder Hiciste la diferencia @Betty_Couder estás actuando a favor de las mujeres que alejadas de su tierra natal, son víctimas de opresores, de hombres violentos y machistas, la mejor decisión fue poner distancia, nulificar al violento, y denunciar ante autoridad @UNAM_MX #Justicia"
"@RealJorgeLuna Te mande mensaje privado, puedes por favor validarlo.",0,0,"@RealJorgeLuna Te mande mensaje privado, puedes por favor validarlo."
"Hola @Los40Vallarta podrían reproducir el nuevo sencillo ""ME EXTRAÑO"" de Christian Nodal y Romeo Santos. Por favor y gracias!",0,0,"Hola @Los40Vallarta podrían reproducir el nuevo sencillo ""ME EXTRAÑO"" de Christian Nodal y Romeo Santos. Por favor y gracias!"
Fluyamos en amor que es lo que le falta al mundo por favor!!!! 🫶🏻❤️ @Cesia_Saenzz https://t.co/DFy1njR6Ir,0,0,Fluyamos en amor que es lo que le falta al mundo por favor!!!! 🫶🏻❤️ @Cesia_Saenzz https://t.co/DFy1njR6Ir
"Ojalá puedan identificarlo para que lo sancionen y si conocen al señor, me gustaría contactarlo por favor. https://t.co/rPLv9zj9Tz",0,0,"Ojalá puedan identificarlo para que lo sancionen y si conocen al señor, me gustaría contactarlo por favor. https://t.co/rPLv9zj9Tz"
"Buen día @Los40Ver podrían reproducir el nuevo sencillo ""ME EXTRAÑO"" de Christian Nodal y Romeo Santos. Por favor y gracias!",0,0,"Buen día @Los40Ver podrían reproducir el nuevo sencillo ""ME EXTRAÑO"" de Christian Nodal y Romeo Santos. Por favor y gracias!"
"@Ticketmaster_Me Necesito su ayuda para poder obtener los boletos que compre hace más de 2 años por favor, orden de compra 29-27813. Ya intente en un centro de atención y no fue posible, al correo ni tengo acceso. Por favor ayuda! Urgente el evento es el día 8 de SEP. Gracias",0,0,"@Ticketmaster_Me Necesito su ayuda para poder obtener los boletos que compre hace más de 2 años por favor, orden de compra 29-27813. Ya intente en un centro de atención y no fue posible, al correo ni tengo acceso. Por favor ayuda! Urgente el evento es el día 8 de SEP. Gracias"
"#ElSalvador | Con 79 votos a favor, la Asamblea Legislativa aprobó un nuevo préstamo con la Agencia de Cooperación Internacional del Japón por $51.4 millones, destinados para la construcción del bypass en San Miguel. https://t.co/WziUpmkwO9",0,0,"#ElSalvador | Con 79 votos a favor, la Asamblea Legislativa aprobó un nuevo préstamo con la Agencia de Cooperación Internacional del Japón por $51.4 millones, destinados para la construcción del bypass en San Miguel. https://t.co/WziUpmkwO9"
"@CaraveoBertha @DeniseDresserG @CitlaHM @ClaudioXGG Tu no representas nada ni a nadi, estás en ese lugar por un favor político, eres un títere de AMLO, votas y dices solo lo que él opina, no te hagas la digna, hasta mañana el mismo presidente admitió que cambio de opinión y que Calderón estaba en lo correcto. Hipócritas.",0,0,"@CaraveoBertha @DeniseDresserG @CitlaHM @ClaudioXGG Tu no representas nada ni a nadi, estás en ese lugar por un favor político, eres un títere de AMLO, votas y dices solo lo que él opina, no te hagas la digna, hasta mañana el mismo presidente admitió que cambio de opinión y que Calderón estaba en lo correcto. Hipócritas."
"@EstephanyRuval1 ¡Hola, Estephany! Tus comentarios nos ayudan a mejorar. Por favor, compártenos en mensaje directo más detalles sobre tu experiencia, el error que te marca, y la dirección de correo electrónico con la que ingresas. Daremos seguimiento. *Aviso de privacidad: https://t.co/F7rJKZvkw0",0,0,"@EstephanyRuval1 ¡Hola, Estephany! Tus comentarios nos ayudan a mejorar. Por favor, compártenos en mensaje directo más detalles sobre tu experiencia, el error que te marca, y la dirección de correo electrónico con la que ingresas. Daremos seguimiento. *Aviso de privacidad: https://t.co/F7rJKZvkw0"
"Ah cabron! Y esta maroma? 

Le urgirán votos al presidente a su favor en el Senado? 

Yo aquí sigo de preguntón 🤔🤔🤔 https://t.co/2XFuwDf3Im",0,0,"Ah cabron! Y esta maroma? 

Le urgirán votos al presidente a su favor en el Senado? 

Yo aquí sigo de preguntón 🤔🤔🤔 https://t.co/2XFuwDf3Im"
@Carlosmurillohn Por favor.,0,0,@Carlosmurillohn Por favor.
Si sería mi novio haciéndome el favor https://t.co/WKbuGIPpQx,0,0,Si sería mi novio haciéndome el favor https://t.co/WKbuGIPpQx
"Hola @_lasabrosita_mx podrían reproducir el nuevo sencillo ""ME EXTRAÑO"" de Christian Nodal y Romeo Santos. Por favor y gracias!",0,0,"Hola @_lasabrosita_mx podrían reproducir el nuevo sencillo ""ME EXTRAÑO"" de Christian Nodal y Romeo Santos. Por favor y gracias!"
"📢 || Bajo el liderazgo de su Secretario General, @LeobardoSoto, las y los compañeros cetemistas poblanos, con el 98.16% de votos a favor, legitimaron su contrato colectivo de trabajo de la industria ferretera - metalmecánica en #Puebla. #LaRedCincoRadio https://t.co/5EuejHL5wI",0,0,"📢 || Bajo el liderazgo de su Secretario General, @LeobardoSoto, las y los compañeros cetemistas poblanos, con el 98.16% de votos a favor, legitimaron su contrato colectivo de trabajo de la industria ferretera - metalmecánica en #Puebla. #LaRedCincoRadio https://t.co/5EuejHL5wI"
"@fernandeznorona @NachoRgz Jajajajaja y lo mejor es que te van a ofrecer la #CDMX para que te quedes como el perro de las dos tortas, pierdes en las elecciones de la CDMX y @lopezobrador_ te saca de la presidencial. Pero tú sigue de LAMECULOS, al fin que ni el merolico imbéc1l del palacio te quiere.",1,1,"@fernandeznorona @NachoRgz Jajajajaja y lo mejor es que te van a ofrecer la #CDMX para que te quedes como el perro de las dos tortas, pierdes en las elecciones de la CDMX y @lopezobrador_ te saca de la presidencial. Pero tú sigue de LAMECULOS, al fin que ni el merolico imbéc1l del palacio te quiere."
@Mike_Oviedo Imbécil y lameculos...peligrosa combinación...,1,1,@Mike_Oviedo Imbécil y lameculos...peligrosa combinación...
"@Apapell Papell me va a perdonar, pero usted es tonto del culo. Además de lameculos, no ver la ruina que nos a traido su ídolo es de mamandurrias supino.",1,1,"@Apapell Papell me va a perdonar, pero usted es tonto del culo. Además de lameculos, no ver la ruina que nos a traido su ídolo es de mamandurrias supino."
"@sanchezcastejon Gracias a ellos no nos hemos enterado de nada, cincuenta lameculos para blanquearte tu mala gestión, que nos has arruinado la vida alos trabajadores.",1,1,"@sanchezcastejon Gracias a ellos no nos hemos enterado de nada, cincuenta lameculos para blanquearte tu mala gestión, que nos has arruinado la vida alos trabajadores."
"@maevedeconacht @Augasazuis Lo que asegure la Moncloa, lo jure y perjure, me lo paso yo por el forro. Los payasos son los que se prestan a estas imbecilidades de un psicópata y prestan su imagen, que debería servir para algo positivo. Lameculos de bajo nivel, coste: bocata de mortadela y cerveza.",1,1,"@maevedeconacht @Augasazuis Lo que asegure la Moncloa, lo jure y perjure, me lo paso yo por el forro. Los payasos son los que se prestan a estas imbecilidades de un psicópata y prestan su imagen, que debería servir para algo positivo. Lameculos de bajo nivel, coste: bocata de mortadela y cerveza."
@sars44372074 pinché gente toda pendeja estupida nalgasaguadas lameculos,1,1,@sars44372074 pinché gente toda pendeja estupida nalgasaguadas lameculos
"@HectorAtarrabia Señor, ya está usted muy mayor para estar de lameculos. Tantita dignidad tenga.",1,1,"@HectorAtarrabia Señor, ya está usted muy mayor para estar de lameculos. Tantita dignidad tenga."
"@SocCivilMx Los lameculos del PRIAN ahora disfrazados de ""Sociedad Civil"" 😂😅",1,1,"@SocCivilMx Los lameculos del PRIAN ahora disfrazados de ""Sociedad Civil"" 😂😅"
Cuenta la leyenda de que si hablas mal de Telmex va a venir uno de sus lameculos a preguntar cuál es el problema y hacer como que lo arreglan cuando en secreto lo empeoran a propósito.,1,1,Cuenta la leyenda de que si hablas mal de Telmex va a venir uno de sus lameculos a preguntar cuál es el problema y hacer como que lo arreglan cuando en secreto lo empeoran a propósito.
"Tanto el cuche ""Alex umanzor"" y Luis rivas ""comisionado"" son dos simples lameculos, bocones que sirven en un papel mediocre innecesario ladrando por beneficios ajenos de los verdaderos terroristas políticos empresariales  nacionales e internacionales",1,1,"Tanto el cuche ""Alex umanzor"" y Luis rivas ""comisionado"" son dos simples lameculos, bocones que sirven en un papel mediocre innecesario ladrando por beneficios ajenos de los verdaderos terroristas políticos empresariales  nacionales e internacionales"
"@eltemaguillev En lo único  en lo que le gana el cacas. Das penas, arrastrado lameculos. https://t.co/twVXizQFcJ",1,1,"@eltemaguillev En lo único  en lo que le gana el cacas. Das penas, arrastrado lameculos. https://t.co/twVXizQFcJ"
@Claudiashein @GN_MEXICO_ @SEDENAmx Oye asesina #Linea12NoSeOlvida si sabes que llevan récord de asesinatos y desaparecidos con lo política del paranoico @lopezobrador_ no eres más que una titere lameculos,1,1,@Claudiashein @GN_MEXICO_ @SEDENAmx Oye asesina #Linea12NoSeOlvida si sabes que llevan récord de asesinatos y desaparecidos con lo política del paranoico @lopezobrador_ no eres más que una titere lameculos
@_VicenteSerrano @lopezobrador_ @CarlosLoret @RloretdeM1 Pero mi hijo mejor tú calladito güey porque tú eres un vil palero la miss con lamesuelas lameculos la mezclo tos de Andrés Manuel López Obrador simpatizante más no morir de la cuarta transformación Y peor Aún eres más chillón que nada,1,1,@_VicenteSerrano @lopezobrador_ @CarlosLoret @RloretdeM1 Pero mi hijo mejor tú calladito güey porque tú eres un vil palero la miss con lamesuelas lameculos la mezclo tos de Andrés Manuel López Obrador simpatizante más no morir de la cuarta transformación Y peor Aún eres más chillón que nada
Sánchez y los 50 lameculos.  Próximamente en sus pantallas https://t.co/tseOUn4ZRK,0,0,Sánchez y los 50 lameculos.  Próximamente en sus pantallas https://t.co/tseOUn4ZRK
"@deniseramosm Está deschavetado total.
En verdad hay que ser lacayo y lameculos para aguantar a ese señor todos los días.",1,1,"@deniseramosm Está deschavetado total.
En verdad hay que ser lacayo y lameculos para aguantar a ese señor todos los días."
@ArturoZaldivarL Sinvergüenza lameculos! Vas a pagar tú complicidad en la devastación de México.,1,1,@ArturoZaldivarL Sinvergüenza lameculos! Vas a pagar tú complicidad en la devastación de México.
@dinosafie Par de lameculos,1,1,@dinosafie Par de lameculos
"@FreddyOliviery Gente como ella es lo que necesitamos no lameculos como tu chairo pendejo, ella piensa en el pais y no ganancia personal pero tu como solovino pendejo sin cerebro no entiendes, pero tu pension de pendejo esta buenisima sanguijuela https://t.co/LL1IQnIwh6",1,1,"@FreddyOliviery Gente como ella es lo que necesitamos no lameculos como tu chairo pendejo, ella piensa en el pais y no ganancia personal pero tu como solovino pendejo sin cerebro no entiendes, pero tu pension de pendejo esta buenisima sanguijuela https://t.co/LL1IQnIwh6"
"@Vicente73977721 Hablas una cantidad de pinga!! Es pura diarrea liquida lo que sale se tu boca! Hay clarias fanaticas, imbeciles, lameculos, y luego viene la claria Vicente",1,1,"@Vicente73977721 Hablas una cantidad de pinga!! Es pura diarrea liquida lo que sale se tu boca! Hay clarias fanaticas, imbeciles, lameculos, y luego viene la claria Vicente"
"@__VaderGT Y vos sabes que no es así.  pero...total. Ah, no se te olvide que a todo coche le llega su sábado y eso incluye lameculos.",1,1,"@__VaderGT Y vos sabes que no es así.  pero...total. Ah, no se te olvide que a todo coche le llega su sábado y eso incluye lameculos."
@rollfreeEC @marquiho46 @fabriciovelav Ese man es muy lameculos de cualquiera que entreviste.,1,1,@rollfreeEC @marquiho46 @fabriciovelav Ese man es muy lameculos de cualquiera que entreviste.
@Angelic18840125 Que bonita tu de lameculos. Haga lo que haga su Mesías le aplauden a lo pendejo.,1,1,@Angelic18840125 Que bonita tu de lameculos. Haga lo que haga su Mesías le aplauden a lo pendejo.
"@DamianAIcazar Oye güey, no te cansas de ser tan lameculos?

A mi la neta me daría penita.",1,1,"@DamianAIcazar Oye güey, no te cansas de ser tan lameculos?

A mi la neta me daría penita."
"https://t.co/tCvUi7HEk6 

Mientras los lameculos terenDEJOS GORGOJOS siguen con la misma agenda basura",1,1,"https://t.co/tCvUi7HEk6 

Mientras los lameculos terenDEJOS GORGOJOS siguen con la misma agenda basura"
"@hispaniaenlucha @NunezFeijoo @sanchezcastejon Eres un poco cretino, Bahamonde. Salvo que tengas algún puesto de los de a dedo, entonces eres un lameculos",1,1,"@hispaniaenlucha @NunezFeijoo @sanchezcastejon Eres un poco cretino, Bahamonde. Salvo que tengas algún puesto de los de a dedo, entonces eres un lameculos"
@jarizabaletaf Jajajaja le quedo ardiendo el jopo a este lameculos jajajjajajaa,1,1,@jarizabaletaf Jajajaja le quedo ardiendo el jopo a este lameculos jajajjajajaa
@alvaro_delgado @JLozanoA @martibatres @YouTube @FelipeCalderon @fgcabezadevaca Jajajajajaja @JLozanoA es un lameculos,1,1,@alvaro_delgado @JLozanoA @martibatres @YouTube @FelipeCalderon @fgcabezadevaca Jajajajajaja @JLozanoA es un lameculos
"@FadlalaAkabani @VicenteFoxQue @FelipeCalderon @lopezobrador_ Das pena, patético viejo lameculos del corrupto Amlo https://t.co/iHKZDNHKX9",1,1,"@FadlalaAkabani @VicenteFoxQue @FelipeCalderon @lopezobrador_ Das pena, patético viejo lameculos del corrupto Amlo https://t.co/iHKZDNHKX9"
"@tntsportsmex @ClubAmerica @TigresOficial Clasico de los Lameculos
Ft Alvaro Morales y Aldo Farias",1,1,"@tntsportsmex @ClubAmerica @TigresOficial Clasico de los Lameculos
Ft Alvaro Morales y Aldo Farias"
"Si ven que no son los tragos? son así, groseros, explosivos, en vez de aplicar la decencia, no, muestran lo que son unos atarvanes! Y a los dos minutos hablan de “paz total” de “cambio” y “del pacto por la vida, un senador refiriéndose con estas expresiones “lameculos” no sirve https://t.co/q41vwBHOap",0,0,"Si ven que no son los tragos? son así, groseros, explosivos, en vez de aplicar la decencia, no, muestran lo que son unos atarvanes! Y a los dos minutos hablan de “paz total” de “cambio” y “del pacto por la vida, un senador refiriéndose con estas expresiones “lameculos” no sirve https://t.co/q41vwBHOap"
"@AldumarForeroO @GustavoBolivar @jarizabaletaf Decirle lameculos como a usted no es persecución, es simplemente decirle a las cosas por su nombre. Lameculos!",1,1,"@AldumarForeroO @GustavoBolivar @jarizabaletaf Decirle lameculos como a usted no es persecución, es simplemente decirle a las cosas por su nombre. Lameculos!"
@JohnKevPotosi @calanchin777 @GustavoBolivar @jarizabaletaf Además está visto que incluso personas con un acceso ilimitado a educación como el senador guarchernas @AlexFlorezH prefieren no terminar sus estudios si no dedicarse al alcohol y el señor @GustavoBolivar prefieren llamar lameculos antes de argumentar,0,0,@JohnKevPotosi @calanchin777 @GustavoBolivar @jarizabaletaf Además está visto que incluso personas con un acceso ilimitado a educación como el senador guarchernas @AlexFlorezH prefieren no terminar sus estudios si no dedicarse al alcohol y el señor @GustavoBolivar prefieren llamar lameculos antes de argumentar
"Total apoyo a @GustavoBolivar, duro con el lameculos de Arizabaleta y la banda similar a el porque hay que decirles la verdad en la cara aunque falsos moralistas les parezca grave decirle que es un TPH. https://t.co/akXONLkeLY",1,1,"Total apoyo a @GustavoBolivar, duro con el lameculos de Arizabaleta y la banda similar a el porque hay que decirles la verdad en la cara aunque falsos moralistas les parezca grave decirle que es un TPH. https://t.co/akXONLkeLY"
"@calanchin777 @JohnKevPotosi @GustavoBolivar ""Lameculos"" palabra popular del senador hacia @jarizabaletaf que se retracte ! 

Pida disculpas senador o podemos llamar asi a todo el que nos disguste. 

Senador pida disculpas, eso construye más paz que un mal proceso con la JEP",0,0,"@calanchin777 @JohnKevPotosi @GustavoBolivar ""Lameculos"" palabra popular del senador hacia @jarizabaletaf que se retracte ! 

Pida disculpas senador o podemos llamar asi a todo el que nos disguste. 

Senador pida disculpas, eso construye más paz que un mal proceso con la JEP"
"La encuesta de favorabilidad de @petrogustavo es igual de mentirosa a la disculpa de @AlexFlorezH y a la moralidad de la que habla @GustavoBolivar llamando a sus contradictores ""lameculos"" 
Falta la encuesta de favorabilidad de la ministra Irene #circoPetrista",0,0,"La encuesta de favorabilidad de @petrogustavo es igual de mentirosa a la disculpa de @AlexFlorezH y a la moralidad de la que habla @GustavoBolivar llamando a sus contradictores ""lameculos"" 
Falta la encuesta de favorabilidad de la ministra Irene #circoPetrista"
"@GustavoBolivar Y se hace llamar H.SENADOR?
Mejor lameculos 
Y no 🅴🆂🆃🅰🅵🅰🅳🅾🆁 ​ 
Una pregunta
Se acuerda la última vez que estuvo en TAGANGA
se la dejo ahí",1,1,"@GustavoBolivar Y se hace llamar H.SENADOR?
Mejor lameculos 
Y no 🅴🆂🆃🅰🅵🅰🅳🅾🆁 ​ 
Una pregunta
Se acuerda la última vez que estuvo en TAGANGA
se la dejo ahí"
Si el señor @GustavoBolivar llama HP a @Danielbricen y lameculos a @jarizabaletaf cómo podríamos decirle a él? Nos está autorizando para arremeter vulgarmente contra todo aquel que nos contradice?,1,1,Si el señor @GustavoBolivar llama HP a @Danielbricen y lameculos a @jarizabaletaf cómo podríamos decirle a él? Nos está autorizando para arremeter vulgarmente contra todo aquel que nos contradice?
@marco_caldono Pilas y va y lo llama lameculos!,1,1,@marco_caldono Pilas y va y lo llama lameculos!
@humbertg2019 @GlodeJo07 Jajajajajajjaaj pobre pendejo lameculos,1,1,@humbertg2019 @GlodeJo07 Jajajajajajjaaj pobre pendejo lameculos
"@ghitis Ahhh, ahora es culpa de Gustavo que ese lameculos tenga una familia narcotraficante?.",1,1,"@ghitis Ahhh, ahora es culpa de Gustavo que ese lameculos tenga una familia narcotraficante?."
@Enrique_GomezM Lameculos #2 ¿quieres ser el #1 ?,1,1,@Enrique_GomezM Lameculos #2 ¿quieres ser el #1 ?
@jarizabaletaf Lameculos,1,1,@jarizabaletaf Lameculos
@KevinCTriana @PGN_COL @jarizabaletaf Pero si decirle lameculos no es una ofensa! Al contrario es la forma más acertada de decirle a ese hpta!,1,1,@KevinCTriana @PGN_COL @jarizabaletaf Pero si decirle lameculos no es una ofensa! Al contrario es la forma más acertada de decirle a ese hpta!
@revistapolemon @lopezobrador_ Obviamente en lugar de legisladores los de @PartidoMorenaMx son una bola de LAMECULOS igual que tú. https://t.co/PF7eodMNVu,1,1,@revistapolemon @lopezobrador_ Obviamente en lugar de legisladores los de @PartidoMorenaMx son una bola de LAMECULOS igual que tú. https://t.co/PF7eodMNVu
"@SirJabo @RicardoBSalinas Tu cállate pince bot mal pagado que a leguas se nota que eres lameculos, deja que Don Richie pendejie a la tripona y le saque sus trapotes al sol.",1,1,"@SirJabo @RicardoBSalinas Tu cállate pince bot mal pagado que a leguas se nota que eres lameculos, deja que Don Richie pendejie a la tripona y le saque sus trapotes al sol."
@dona_pily2 Viniendo de este lameculos rodeado y criado en medio de traquetos hay que tener cuidado.,1,1,@dona_pily2 Viniendo de este lameculos rodeado y criado en medio de traquetos hay que tener cuidado.
"@callodehacha No fue la oposición, fue una encuesta ped0rra de otro lameculos comecuandohay como tú.",1,1,"@callodehacha No fue la oposición, fue una encuesta ped0rra de otro lameculos comecuandohay como tú."
"@mbrdelcielo @GustavoBolivar @jarizabaletaf No puedo ver nada me tiene bloqueado el lameculos, que escribiría?.",1,1,"@mbrdelcielo @GustavoBolivar @jarizabaletaf No puedo ver nada me tiene bloqueado el lameculos, que escribiría?."
@DanielaFajardoD Ese no es un activista! En un hpta lameculos simple y llanamente.,1,1,@DanielaFajardoD Ese no es un activista! En un hpta lameculos simple y llanamente.
@GustavoBolivar Con esa colita yo le digo quien es el lameculos.,1,1,@GustavoBolivar Con esa colita yo le digo quien es el lameculos.
"¿Qué putas le admiran a ese tremendo inútil, parásito, arrogante y prepotente?
Gente culebra, mierda, lameculos... https://t.co/oQUJxlUOpk",1,1,"¿Qué putas le admiran a ese tremendo inútil, parásito, arrogante y prepotente?
Gente culebra, mierda, lameculos... https://t.co/oQUJxlUOpk"
"@epigmenioibarra Eso y más mereces por lameculos epi. Pero, bueno, ¿Quién resiste un cañonazo de $150 mdp? ¿Los intereses los pagas arrastrándote?",1,1,"@epigmenioibarra Eso y más mereces por lameculos epi. Pero, bueno, ¿Quién resiste un cañonazo de $150 mdp? ¿Los intereses los pagas arrastrándote?"
@JuanGuiGallegoG @FaisalBorelly @GustavoBolivar Lameculos dice. https://t.co/ySKexlJJkE,1,1,@JuanGuiGallegoG @FaisalBorelly @GustavoBolivar Lameculos dice. https://t.co/ySKexlJJkE
"Sr. lameculos, aprende a leer. Son las demandas de los jóvenes. El General quedó de socializarlas con el mindefensa y el pte Petro para empezar un diálogo.     El churrias cerdo senador.",1,1,"Sr. lameculos, aprende a leer. Son las demandas de los jóvenes. El General quedó de socializarlas con el mindefensa y el pte Petro para empezar un diálogo.     El churrias cerdo senador."
"@_VicenteSerrano Ay mijo el problema no que hayas estudiado en un CEBTIS, sino que trabajas en algo en la wue no tienes ni una puta idea y además solo eres un vil lambiscon lamehuevos, lameculos que solo quieres llamar la atención.",1,1,"@_VicenteSerrano Ay mijo el problema no que hayas estudiado en un CEBTIS, sino que trabajas en algo en la wue no tienes ni una puta idea y además solo eres un vil lambiscon lamehuevos, lameculos que solo quieres llamar la atención."
"@jarizabaletaf Jaime siempre serás lameculos, entre más rápido lo aceptes mejor.",1,1,"@jarizabaletaf Jaime siempre serás lameculos, entre más rápido lo aceptes mejor."
"@FaustoGuerrer19 @lopezobrador_ @LuisaAlcalde @mileniotv Eso te pasó por tibio lameculos, amarillo, socialdemócrata y charro.",1,1,"@FaustoGuerrer19 @lopezobrador_ @LuisaAlcalde @mileniotv Eso te pasó por tibio lameculos, amarillo, socialdemócrata y charro."
@FCristales Después que era LAMECULOS DE BUKELE ahora lo critica jaaa ya no lendieron un weso,1,1,@FCristales Después que era LAMECULOS DE BUKELE ahora lo critica jaaa ya no lendieron un weso
@jarizabaletaf Señor lameculos que es diferente,1,1,@jarizabaletaf Señor lameculos que es diferente
@GustavoBolivar Que va prestado  será que el gobierno  indolente que usted apoya no tiene rabo  de paja ... lameculos!!,1,1,@GustavoBolivar Que va prestado  será que el gobierno  indolente que usted apoya no tiene rabo  de paja ... lameculos!!
@alexmucci_ La belleza echa mujer,0,0,@alexmucci_ La belleza echa mujer
"Que caro es ser mujer, faciales, depilación, uñas, etccc🥲",0,0,"Que caro es ser mujer, faciales, depilación, uñas, etccc🥲"
Tengo ganas de ver un tuit de una mujer bonita con un mensaje donde ya dejo atrás todos sus fantasmas y hoy es mas fuerte que nunca,0,0,Tengo ganas de ver un tuit de una mujer bonita con un mensaje donde ya dejo atrás todos sus fantasmas y hoy es mas fuerte que nunca
"Mujer se corta la frente al subir a su auto, en Tizimín https://t.co/P5uye38tbj",0,0,"Mujer se corta la frente al subir a su auto, en Tizimín https://t.co/P5uye38tbj"
"Mujer es atacada a balasos en una cevicheria de la zona 7 colonia landivar.
https://t.co/HGJ6X1VaQQ",0,0,"Mujer es atacada a balasos en una cevicheria de la zona 7 colonia landivar.
https://t.co/HGJ6X1VaQQ"
"@Anaro74 @PacooGarcia @LaloSalamanca66 La frase que genera terror cuando te la dice una mujer: “tenemos que hablar” 😧 
Más cuando viene de una mujer inteligente como tú",0,0,"@Anaro74 @PacooGarcia @LaloSalamanca66 La frase que genera terror cuando te la dice una mujer: “tenemos que hablar” 😧 
Más cuando viene de una mujer inteligente como tú"
"22. Iggy Azalea (1166 mins, 407)
Amo a esa mujer, conocí su música por allá en 2014 cuando Fancy sonaba mucho en la radio y a día de hoy sigue siendo mi rapera favorita. Ahora está algo infravalorada pero yo la sigo amando :(

Fav song: Work &amp; Switch https://t.co/eDjFe8wUh9",0,0,"22. Iggy Azalea (1166 mins, 407)
Amo a esa mujer, conocí su música por allá en 2014 cuando Fancy sonaba mucho en la radio y a día de hoy sigue siendo mi rapera favorita. Ahora está algo infravalorada pero yo la sigo amando :(

Fav song: Work &amp; Switch https://t.co/eDjFe8wUh9"
@absurdistan_ Awebo que una mujer como @CitlaHM se va a defender y defenderá a sus compañeras mujeres que intenten Agredirlas como la golpista FakeMinista y espía de la DEA de @DeniseDresserG,0,0,@absurdistan_ Awebo que una mujer como @CitlaHM se va a defender y defenderá a sus compañeras mujeres que intenten Agredirlas como la golpista FakeMinista y espía de la DEA de @DeniseDresserG
VIRAL: Mujer Embarazada con Cáncer Terminal da a Luz y ocurre el Milagro https://t.co/EBBMZN8Z6q ✝️,0,0,VIRAL: Mujer Embarazada con Cáncer Terminal da a Luz y ocurre el Milagro https://t.co/EBBMZN8Z6q ✝️
@NachoRgz La fidelidad de tu mujer y la paternidad de tus hijos también huele a fake y sin embargo sigues ahi,0,1,@NachoRgz La fidelidad de tu mujer y la paternidad de tus hijos también huele a fake y sin embargo sigues ahi
Aquí no vengas a tronar los dedos @DeniseDresserG ¡Serénate mujer! https://t.co/DMeKcwDY13,0,0,Aquí no vengas a tronar los dedos @DeniseDresserG ¡Serénate mujer! https://t.co/DMeKcwDY13
"Todos buscan ahora a una mujer que escuche Santa Grifa, yo busco una mujer que se vista en vestido to y sea toda fresa.",0,0,"Todos buscan ahora a una mujer que escuche Santa Grifa, yo busco una mujer que se vista en vestido to y sea toda fresa."
"🇬🇧 La conservadora Liz Truss de 47 años asume como Primera Ministra del Reino Unido al imponerse sobre Rishi Sunak, en una votación dentro del Partido Conservador.

Sería la tercera mujer en liderar el país y la cuarta primera ministra en solo seis años.",0,0,"🇬🇧 La conservadora Liz Truss de 47 años asume como Primera Ministra del Reino Unido al imponerse sobre Rishi Sunak, en una votación dentro del Partido Conservador.

Sería la tercera mujer en liderar el país y la cuarta primera ministra en solo seis años."
@CanalAntigua ES una caradura sinvergüenza esa mujer!,0,1,@CanalAntigua ES una caradura sinvergüenza esa mujer!
"Y así te recordaré, cómo la chica del Fiat uno blanco, mi novia la vecina, aquella, la mujer perfecta.",0,0,"Y así te recordaré, cómo la chica del Fiat uno blanco, mi novia la vecina, aquella, la mujer perfecta."
